Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date
31,67,55,5,0,56.36,4,caught,2,v England,Bridgetown,12-Mar-98
13*,67,59,1,0,22.03,3,not out,4,v England,Bridgetown,12-Mar-98
89,128,94,12,1,94.68,3,caught,2,v England,St John's,20-Mar-98
11,32,15,2,0,73.33,3,bowled,1,v South Africa,Johannesburg,26-Nov-98
7,20,15,0,0,46.66,3,lbw,3,v South Africa,Johannesburg,26-Nov-98
4,39,23,0,0,17.39,3,caught,2,v South Africa,Port Elizabeth,10-Dec-98
39,77,49,6,1,79.59,5,caught,4,v South Africa,Port Elizabeth,10-Dec-98
51,124,91,8,1,56.04,4,caught,1,v South Africa,Durban,26-Dec-98
79,187,139,15,0,56.83,4,caught,3,v South Africa,Durban,26-Dec-98
4,9,5,1,0,80,4,hit wicket,2,v South Africa,Cape Town,2-Jan-99
33,152,106,3,1,31.13,4,caught,4,v South Africa,Cape Town,2-Jan-99
68,120,77,14,0,88.31,4,caught,2,v South Africa,Centurion,15-Jan-99
14,93,71,2,0,19.71,4,lbw,4,v South Africa,Centurion,15-Jan-99
62,150,111,11,0,55.85,4,run out,2,v Australia,Port of Spain,5-Mar-99
3,4,2,0,0,150,4,caught,4,v Australia,Port of Spain,5-Mar-99
213,468,344,29,3,61.91,4,caught,2,v Australia,Kingston,13-Mar-99
DNB,-,-,-,-,-,-,-,4,v Australia,Kingston,13-Mar-99
8,24,17,1,0,47.05,5,caught,2,v Australia,Bridgetown,26-Mar-99
153*,355,256,19,1,59.76,5,not out,4,v Australia,Bridgetown,26-Mar-99
100,101,84,15,3,119.04,4,caught,2,v Australia,St John's,3-Apr-99
7,40,26,0,0,26.92,4,lbw,4,v Australia,St John's,3-Apr-99
24,18,20,5,0,120,5,caught,1,v New Zealand,Hamilton,16-Dec-99
1,6,8,0,0,12.5,4,caught,3,v New Zealand,Hamilton,16-Dec-99
67,166,145,9,0,46.2,5,bowled,2,v New Zealand,Wellington,26-Dec-99
75,182,140,10,0,53.57,4,caught,3,v New Zealand,Wellington,26-Dec-99
50,143,93,9,0,53.76,4,caught,2,v England,Birmingham,15-Jun-00
6,27,17,1,0,35.29,4,caught,1,v England,Lord's,29-Jun-00
5,32,19,1,0,26.31,4,caught,3,v England,Lord's,29-Jun-00
13,97,74,2,0,17.56,4,caught,1,v England,Manchester,3-Aug-00
112,199,158,13,1,70.88,4,run out,3,v England,Manchester,3-Aug-00
4,10,7,1,0,57.14,4,lbw,1,v England,Leeds,17-Aug-00
2,11,10,0,0,20,4,lbw,3,v England,Leeds,17-Aug-00
0,1,1,0,0,0,4,bowled,2,v England,The Oval,31-Aug-00
47,166,104,7,0,45.19,3,lbw,4,v England,The Oval,31-Aug-00
0,11,4,0,0,0,3,caught,1,v Australia,Brisbane,23-Nov-00
4,15,9,1,0,44.44,3,caught,3,v Australia,Brisbane,23-Nov-00
0,1,1,0,0,0,4,caught,1,v Australia,Perth,1-Dec-00
17,52,33,1,0,51.51,5,bowled,3,v Australia,Perth,1-Dec-00
182,351,235,29,1,77.44,4,caught,1,v Australia,Adelaide,15-Dec-00
39,48,38,4,1,102.63,4,caught,3,v Australia,Adelaide,15-Dec-00
16,42,33,1,0,48.48,4,caught,2,v Australia,Melbourne,26-Dec-00
0,9,7,0,0,0,4,bowled,4,v Australia,Melbourne,26-Dec-00
35,88,73,4,0,47.94,4,caught,1,v Australia,Sydney,2-Jan-01
28,52,36,4,0,77.77,4,caught,3,v Australia,Sydney,2-Jan-01
47,112,106,5,0,44.33,4,caught,1,v South Africa,Georgetown,9-Mar-01
45,107,82,5,0,54.87,4,caught,3,v South Africa,Georgetown,9-Mar-01
12,59,39,1,0,30.76,4,caught,2,v South Africa,Port of Spain,17-Mar-01
0,21,11,0,0,0,5,lbw,4,v South Africa,Port of Spain,17-Mar-01
83,288,186,13,0,44.62,4,caught,2,v South Africa,Bridgetown,29-Mar-01
8,67,59,0,0,13.55,4,bowled,4,v South Africa,Bridgetown,29-Mar-01
19,50,42,2,1,45.23,4,caught,2,v South Africa,St John's,6-Apr-01
91,217,199,8,4,45.72,5,caught,4,v South Africa,St John's,6-Apr-01
81,228,156,12,0,51.92,4,caught,1,v South Africa,Kingston,19-Apr-01
14,65,50,2,0,28,4,bowled,3,v South Africa,Kingston,19-Apr-01
178,382,294,19,0,60.54,4,caught,1,v Sri Lanka,Galle,13-Nov-01
40,101,99,2,0,40.4,4,caught,3,v Sri Lanka,Galle,13-Nov-01
74,196,154,8,2,48.05,4,lbw,2,v Sri Lanka,Kandy,21-Nov-01
45,136,110,4,0,40.9,4,caught,4,v Sri Lanka,Kandy,21-Nov-01
221,436,354,23,2,62.42,4,bowled,1,v Sri Lanka,Colombo (SSC),29-Nov-01
130,259,215,14,1,60.46,4,bowled,3,v Sri Lanka,Colombo (SSC),29-Nov-01
0,19,11,0,0,0,4,caught,1,v India,Georgetown,11-Apr-02
52,123,78,6,0,66.66,4,caught,2,v India,Port of Spain,19-Apr-02
47,168,102,4,0,46.07,4,caught,4,v India,Port of Spain,19-Apr-02
55,183,123,5,0,44.71,4,caught,2,v India,Bridgetown,2-May-02
DNB,-,-,-,-,-,-,-,4,v India,Bridgetown,2-May-02
4,35,25,0,0,16,4,lbw,2,v India,St John's,10-May-02
9,31,25,1,0,36,4,caught,1,v India,Kingston,18-May-02
35,69,45,3,0,77.77,4,bowled,3,v India,Kingston,18-May-02
28,86,74,4,0,37.83,4,bowled,2,v New Zealand,Bridgetown,21-Jun-02
73,190,131,11,1,55.72,4,bowled,4,v New Zealand,Bridgetown,21-Jun-02
48,100,81,7,0,59.25,4,caught,2,v New Zealand,St George's,28-Jun-02
26,52,30,6,0,86.66,4,lbw,1,v Australia,Georgetown,10-Apr-03
110,183,157,20,0,70.06,4,hit wicket,3,v Australia,Georgetown,10-Apr-03
91,140,120,10,3,75.83,4,bowled,2,v Australia,Port of Spain,19-Apr-03
122,298,208,13,1,58.65,4,caught,4,v Australia,Port of Spain,19-Apr-03
14,80,55,1,0,25.45,8,lbw,2,v Australia,Bridgetown,1-May-03
42,168,133,3,0,31.57,5,lbw,3,v Australia,Bridgetown,1-May-03
68,172,94,12,1,72.34,5,caught,2,v Australia,St John's,9-May-03
60,154,119,5,3,50.42,4,bowled,4,v Australia,St John's,9-May-03
209,452,360,24,1,58.05,4,caught,2,v Sri Lanka,Gros Islet,20-Jun-03
10,39,25,2,0,40,4,lbw,2,v Sri Lanka,Kingston,27-Jun-03
80*,129,90,9,1,88.88,4,not out,4,v Sri Lanka,Kingston,27-Jun-03
29,60,38,5,0,76.31,4,caught,2,v Zimbabwe,Harare,4-Nov-03
1,8,7,0,0,14.28,4,lbw,4,v Zimbabwe,Harare,4-Nov-03
191,271,203,23,4,94.08,4,caught,1,v Zimbabwe,Bulawayo,12-Nov-03
1,16,12,0,0,8.33,4,bowled,3,v Zimbabwe,Bulawayo,12-Nov-03
202,439,274,32,2,73.72,4,caught,2,v South Africa,Johannesburg,12-Dec-03
5,43,22,1,0,22.72,5,bowled,4,v South Africa,Johannesburg,12-Dec-03
72,170,111,12,0,64.86,4,caught,1,v South Africa,Durban,26-Dec-03
11,98,71,0,0,15.49,4,caught,3,v South Africa,Durban,26-Dec-03
115,326,238,16,1,48.31,4,bowled,2,v South Africa,Cape Town,2-Jan-04
86,185,138,14,0,62.31,4,caught,4,v South Africa,Cape Town,2-Jan-04
34,90,78,4,1,43.58,4,caught,2,v South Africa,Centurion,16-Jan-04
6,29,13,1,0,46.15,4,lbw,3,v South Africa,Centurion,16-Jan-04
23,66,42,4,0,54.76,4,caught,1,v England,Kingston,11-Mar-04
0,6,5,0,0,0,5,caught,3,v England,Kingston,11-Mar-04
0,2,4,0,0,0,4,caught,1,v England,Port of Spain,19-Mar-04
8,11,7,1,0,114.28,6,lbw,3,v England,Port of Spain,19-Mar-04
36,118,71,6,0,50.7,3,caught,1,v England,Bridgetown,1-Apr-04
33,171,112,2,0,29.46,3,caught,3,v England,Bridgetown,1-Apr-04
400*,778,582,43,4,68.72,3,not out,1,v England,St John's,10-Apr-04
53,89,76,7,0,69.73,4,caught,2,v Bangladesh,Gros Islet,28-May-04
DNB,-,-,-,-,-,-,-,4,v Bangladesh,Gros Islet,28-May-04
120,169,147,12,3,81.63,4,caught,2,v Bangladesh,Kingston,4-Jun-04
11,36,27,0,0,40.74,4,caught,2,v England,Lord's,22-Jul-04
44,145,95,4,0,46.31,4,bowled,4,v England,Lord's,22-Jul-04
95,196,127,15,1,74.8,4,caught,2,v England,Birmingham,29-Jul-04
13,33,21,2,0,61.9,4,caught,4,v England,Birmingham,29-Jul-04
0,10,5,0,0,0,4,bowled,1,v England,Manchester,12-Aug-04
7,6,4,1,0,175,4,caught,3,v England,Manchester,12-Aug-04
79,132,93,14,0,84.94,4,caught,2,v England,The Oval,19-Aug-04
15,40,34,1,0,44.11,4,caught,3,v England,The Oval,19-Aug-04
196,430,286,25,0,68.53,4,bowled,1,v South Africa,Port of Spain,8-Apr-05
4,8,7,1,0,57.14,4,bowled,3,v South Africa,Port of Spain,8-Apr-05
176,344,224,21,1,78.57,4,bowled,1,v South Africa,Bridgetown,21-Apr-05
13,74,46,2,0,28.26,4,lbw,3,v South Africa,Bridgetown,21-Apr-05
4,38,29,1,0,13.79,4,caught,2,v South Africa,St John's,29-Apr-05
130,166,120,16,4,108.33,4,bowled,1,v Pakistan,Bridgetown,26-May-05
48,72,52,5,1,92.3,4,stumped,3,v Pakistan,Bridgetown,26-May-05
153,298,233,20,2,65.66,4,caught,2,v Pakistan,Kingston,3-Jun-05
0,8,5,0,0,0,4,caught,4,v Pakistan,Kingston,3-Jun-05
5,9,8,1,0,62.5,4,lbw,2,v Australia,Sydney,14-Oct-05
36,96,51,7,0,70.58,4,caught,4,v Australia,Sydney,14-Oct-05
30,101,71,3,1,42.25,4,lbw,2,v Australia,Brisbane,3-Nov-05
14,69,51,2,0,27.45,4,caught,4,v Australia,Brisbane,3-Nov-05
13,68,46,1,0,28.26,4,lbw,1,v Australia,Hobart,17-Nov-05
45,171,119,5,0,37.81,4,caught,3,v Australia,Hobart,17-Nov-05
226,405,298,22,0,75.83,4,bowled,1,v Australia,Adelaide,25-Nov-05
17,37,27,1,0,62.96,5,caught,3,v Australia,Adelaide,25-Nov-05
5,17,12,1,0,41.66,5,caught,2,v New Zealand,Auckland,9-Mar-06
0,2,1,0,0,0,4,bowled,4,v New Zealand,Auckland,9-Mar-06
1,10,4,0,0,25,4,caught,1,v New Zealand,Wellington,17-Mar-06
1,10,6,0,0,16.66,4,caught,3,v New Zealand,Wellington,17-Mar-06
83,142,107,12,0,77.57,3,bowled,1,v New Zealand,Napier,25-Mar-06
18,24,21,2,1,85.71,4,caught,2,v India,St John's,2-Jun-06
0,10,7,0,0,0,4,lbw,4,v India,St John's,2-Jun-06
7,19,14,1,0,50,4,lbw,2,v India,Gros Islet,10-Jun-06
120,377,307,10,0,39.08,3,lbw,3,v India,Gros Islet,10-Jun-06
10,8,11,1,0,90.9,4,lbw,1,v India,Basseterre,22-Jun-06
19,25,15,0,2,126.66,4,stumped,3,v India,Basseterre,22-Jun-06
26,50,40,5,0,65,3,caught,2,v India,Kingston,30-Jun-06
11,50,25,1,0,44,3,lbw,4,v India,Kingston,30-Jun-06
61,155,106,8,0,57.54,4,caught,1,v Pakistan,Lahore,11-Nov-06
122,301,215,19,0,56.74,4,lbw,3,v Pakistan,Lahore,11-Nov-06
216,422,262,22,7,82.44,3,caught,2,v Pakistan,Multan,19-Nov-06
0,-,2,0,0,0,3,bowled,2,v Pakistan,Karachi,27-Nov-06
49,-,92,9,0,53.26,3,caught,4,v Pakistan,Karachi,27-Nov-06
